id,type,text1,text2,text3,text4,notes
amblaster,WEAPON,"射速极为缓慢但破坏力极高的能量炮，虽射程极短，但足以对星域中最大的战舰构成威胁。

因所发射的反物质需存储至内置有能产生强大磁场的嵌套壳体内，而使其成为了现存武器中最复杂的一种。为了制造一个强大到足以容纳反物质弹药 (通常是正电子) 的电磁场，内置的电容必须花费较长时间的充能。一旦产生了约束力足够的电磁场时，磁场外壳就将瞬间破裂，而里面的反物质将会在开火时产生的洛伦茨力的作用下射向目标。

对一切目标都有效得可怕。",,,,
phasebeam,WEAPON,"射程与持续时间短，但威力巨大的激光武器，与其他瞬发光束类似，均拥有极佳的装甲破坏力。

利用三倍蓝宝石增益介质，以确保能发射武器承载范围内最优波长的激光。此外通过超维滤波器发射的光子，其部分能量也将被转入相位空间输出。不过由于这套滤波器相关的物理原理尚未被完全理解，因为在实验室测试中，如果光束能量超过 6.66 吉瓦，光束在相位空间内的分量有时会产生闪噪，如同被无形的屏障阻挡一样。目前实际使用中的相位长矛不会采取如此之高的能量水平，由此来保证其稳定性。",,,,
gravitonbeam,WEAPON,"能远距离对护盾持续施压的非典型光束武器。几乎无法威胁到装甲。

基于一种超膜裂隙发生器与波长为 500 nm 的激光追踪器所构成。该光束会为操作员提供目标反馈，同时为裂隙提供当前时空坐标。

当空间裂隙被打开，高维宇宙膜中的重力子会大量进入当前时空，并存留 1 秒左右。而由此产生的引力切变会对目标造成一定伤害，更何况这种高维度重力子本身也能有效压制能量力场。",,,,
pulselaser,WEAPON,"能连续发射能量束的武器，对于拥有足够幅能寄存并希望能在中距交火中持续压制敌人的舰长来说非常有用。

一种发射脉冲激光而非恒定光束，且总输出功率远超前者的设计。但与大部分激光发射器相似的是，它仍采用了二氧化碳增益介质激光器所产生的波长为 11 微米的光子。

短时间内输出更多的能量脉冲激光，将会使目标装甲表层被逐渐烧蚀并最终气化，并由此产生的冲击波也会对船体结构造成一定的损伤。",,,,
miningblaster,WEAPON,钻探冲击波不仅是矿工的好伙伴，且能以大量幅能为代价，向中程目标发射粉碎性的能量束。,,,,
heavyblaster,WEAPON,"能连续发射能量束的武器。极高的破坏力与极高的幅能输出，使其成为最具杀伤性的武器之一。

这种可靠的武器系统，采用了能在强大电流下转变为等离子体的改进型高能气体作为弹药。开火前，一个引导电子会被预先沿着发射轨道，以确保其不稳定的等离子团能以预定的方向前进。而这也得归功于一种不太容易理解的物理特性。",,,,
heavyburst,WEAPON,"瞬发 PD 激光炮的重型版本，拥有着更优秀的射程与更多的电容器，以大幅提高其拦截效率。

这种常常被低估的武器，其实是星域中性能最好的激光武器之一。哪怕对透镜外壳和增益介质进行粗略测试，就足以使那些最持怀疑态度的检查员也得承认这是 人之领 所能提供的最好技术成果。

霸主军备委员会 和 速子科技混合物理部 的顶级研究员，都不能理解它产生脉冲效果的原理。理论上，Q 开关 产生的多相位光束在通过量子滤波器时产生的量子纠缠效应可以形成脉冲现象。这或许能解释本被认为是故障保险系统的三级透镜外壳的作用。但这仅是理论而已。

在战斗中，重型瞬发激光炮最受那些希望拥有先进点防系统的舰长喜爱。",,,,
plasma,WEAPON,"这种巨大而神秘的武器大概是星域中最具破坏力的持续伤害来源，前提是安装该武器的战舰能处理它所产生的巨额幅能。

与引力子束以及相位长矛类似，等离子炮利用了少有记载的薄膜物理学原理来发射载荷。等离子炮所使用的炮弹是一种利用重力透镜和重子透镜向内聚焦能量而形成的微聚变炸弹，而聚焦过程导致的爆炸将产生一团暂时被异常空间控制的等离子团，这些等离子团在持续数秒的约束磁场控制下飞向目标。如果这团能量场的凸部未被物质或能量产生至少 9000 N 的力破坏的话，那么更高一级的膜便会吸收破坏性的等离子体，并使它从我们的维度中永远消失。",,,,
hil,WEAPON,"这种射程远伤害高的激光武器，常被安装在那些需要高效反装甲武器的舰船或者火力支援舰上。

高强度激光是一种威力巨大的能量武器，拥有一个能量密度超过千兆瓦级的能量源。为了长时间提供如此巨大的能量，而设计了一个内置的聚变能源核心。尽管如此，该核心依旧需要一套外部的控制系统与在开始攻击时从舰船反应堆提供额外能量的管线。

三组高精度透镜将光子聚焦到点火单元上，并在数秒内充入能量以形成相干光束。高强度激光的增益介质是二阶气-固态物质，它们能形成 Q 开关，并产生使目标在数秒内消失的强大粒子流。

由于极远的锁定距离与射程，使高强度激光能在确保安全的前提下为正在近身鏖战的友军舰船提供密接支援。而那些有能力在使用它的同时控制好幅能的舰长们则很喜爱这个玩意。",,,,
autopulse,WEAPON,强力且非常高效的能量武器，在核心部位装载了大量的内置电容器。消耗电容器充能可以造成极高的爆发性伤害，但较低的持续射击速率在一定程度上抵消了这一优势。,,,,
guardian,WEAPON,"由装满小型激光炮的旋转吊舱所构成的点防系统，其内置的电容器足以让它以极高的效率拦截来袭的战机与导弹。

能够侦测并击毁一切突破护航部队火力圈的战机和导弹的军用级点防御武器。因其夸张的体积与较高的幅能输出，保卫者系统一般只会被安装在主力舰上。

利用自主型亚 Gamma AI 核心与五组独立二氧化碳激光器组合，独立的转向系统供能装置使它几乎能瞬间锁定目标。虽较高的能源需求意味着每次开火仅能维持数秒，但也足以应对绝大多数威胁。",,,,
tpc,WEAPON,"作为直连攻势-级船体的内置武器，这种超重型旧世代能量武器可以为其提供压倒性的正面火力。

热脉冲加农炮设计于可拆卸能量武器被 人之领 海军设计师们普遍接受之前。由于当时根本没有其他舰船能容纳这种巨型武器的空间，也没有任何舰船搭载了能满足其能量需求的反应堆，而导致该武器被硬编码进了攻势-级的蓝图当中。

尽管被后来一些模块化武器设计所超越，但它依然是攻势-级火力中不可或缺的一部分。",,,,
tachyonlance,WEAPON,"借助级联 EMP 组件造成毁灭性破坏力与脉冲洪流的爆发光束武器。即使命中护盾，也能在目标处于高硬幅能状态时产生足以击穿它的电弧。

速子长矛因其强大的威力与极高的稀有度而在星域中有着传奇般的地位。它的核心技术基于实验性的 FTL 通信系统的原型机，它借助超光速粒子的超维特性并非用于通讯，而是通过 N 膜控制系统与反等离子体所产生的超空间带电粒子风暴来打击目标。该系统所需求的能量极其惊人，即使是速子长矛配备的最大电容器也仅能维持数秒开火。

与普通光束武器所发射的光束不同，那些超光速粒子无法聚焦或被约束。事实上，一旦速子长矛开始预热，它就无法中断反应，必须将内建能量彻底耗尽才能进入冷却。而当如此高能的反等离子体经过正常空间时，它所诱发的电磁风暴、引力位移与热穴效应将撕裂路径上的一切，并对附近的电子仪器造成严重的破坏。",,,,
onslaught,SHIP,"历史悠久的著名设计。在先进打击武器、新型能量武器、护盾系统均未被开发出的远古时期，攻势-级战列舰就已经开始服役于 人之领 中的无敌舰队。

当攻势-级第一次从轨道船坞发射升空时，这艘让周遭舰船相形见绌的庞然大物让整片星域都为之震颤。甚至有传言称它们是在一场早被遗忘的战争中被制造用以对抗异种的中流砥柱。后来，人之领 工程师对其蓝图进行了改进，不仅增加了护盾系统、升级了超光速引擎、还通过自动化和迭代工程减少必要船员的数量。即使有其它更先进的主力舰蓝图，但由于系统极其简单，故攻势-级仍然当今最容易生产的主力舰之一。

这艘在设计时就未曾考虑护盾的战舰仅凭可靠装甲就能在承受猛烈炮火的同时，最大程度保护船员们的安全并组织有效反击，因而深受军官和船员们的爱戴。尽管在后勤方面需依赖大量的弹药补给，但凭借其无与伦比的正面火力，让攻势-级可在数分钟内摧毁整支舰队。

如今，攻势-级以中坚力量的角色，骄傲地服役于 霸主 海军之中。",,,,
astral,SHIP,"技术先进的主力舰，星体-级航母通过所搭载的大量战机联队来为其提供强大的火力输出。

在 大崩塌 发生前的几年里，星体-级一直被公认为 人之领 整个航母设计领域的缩影。几乎所有可被设计为自动化的系统全部被无人化，然后由复杂但在许可范围内的 次级 AI 来进行操控。它的舰载武器偏重于防御，往往仅由点防御武器和导弹发射架组成。

星体-级的主要火力通常依赖所搭载的战机联队，这些数量庞大的战机为母舰提供了极为灵活的战术空间。只要敌舰出现在它的扫描视野中，它就能用一个最简单的起飞命令，呼叫拦截机、轰炸机、战斗机将其快速粉碎，然后用高度自动化的整备设施快速维修返航的舰载机并为它们补充弹药。尽管该航母能借助强大的 X-35 护盾来确保自身安全，可一旦护盾发生器离线，那么它将变得异常脆弱，因此星体-级一般不处于航母舰队中的前锋位置，且绝不会在没有战机联队保护的情况下独自航行。英仙座少有配备了星体-级的特种舰队，毕竟除了征服整颗行星或者封锁大片宇宙空间以外，几乎没有什么任务需要如此强大的武力。

现如今，星体-级可能是整片英仙座星域最为先进的主力舰级航母。它复杂的构造对轨道船坞的生产技术要求非常严格，故鲜有星体-级服役于 霸主 舰队中。仅有 速子科技 旗下的高级军官或极其富有的军阀上将，才偶尔建造一艘星体-级并作为旗舰来使用。",,,,
atlas,SHIP,"可轻易装载成百上千单位的集装箱，且配有超光速引擎和少量防御系统的星载货运平台。

旨在为偏远的前哨站点提供全面的充足补给，因此阿特拉斯-级不适合本星域中最普遍的小量、快捷的贸易活动。由于其庞大的体积与缓慢的速度，导致它出现的地方经常会吸引一些不请自来的 ""客人""，从充满好奇心的围观群众，到一心想破坏集装箱磁重力固定器的海盗，甚至还有想彻底摧毁它的狂信徒。尽管如此，阿特拉斯-级依旧被 霸主 广泛应用于多项重要运输任务中，尤其是因季节而需大量运输的农业产物。为此 霸主 专门组建起了一支由阿特拉斯-级为主的庞大运输队，并用大量全副武装的巡洋舰充当护航编队，以此确保 霸主 人民的生命线不被切断。

被任命为阿特拉斯-级的船长简直是对能者的酷刑，注定了今后只能在例行货运时麻木不仁的无聊，和遭遇海盗袭击时可怜无助的恐惧两种见来回颠簸。",,,,
