id,type,text1,text2,text3,text4,notes
toxic,PLANET,"Carbon and sulphur dioxide gases dominate the atmosphere of this world, making it toxic to all known life. In addition, the gases create a runaway greenhouse effect that increases surface temperature and atmospheric pressures to extremely high levels.",,,,
jungle,PLANET,"A lush and verdant biosphere sits on the surface of this water-rich world. Warm air and water currents permeate the planet's biosphere, leading to perfect conditions for flora and fauna at all latitudes.",,,,
terran,PLANET,"A geologically stable world with a nitrogen-oxygen atmosphere, a magnetic field and ample amounts of liquid water. The axis of rotation creates mild seasons. This type of planet is named for the reputed ancestral home of all human beings in the galaxy.",,,,
terran-eccentric,PLANET,A near-terran compatible ecosystem has taken tentative hold on this world despite highly abnormal planetary conditions. That this planet maintains a breathable atmosphere (or near enough) is a testament to the tenacity and adaptability of biological life.,,,,
desert,PLANET,"This planet is dry as bone and swirling with dust, stellar radiation mercilessly beats the surface. The life-sustaining water of this world has dissipated over the aeons due to a weak magnetic field.",,,,
desert1,PLANET,"This planet is dry as bone and swirling with dust, stellar radiation mercilessly beats the surface. The life-sustaining water of this world has dissipated over the aeons due to a weak magnetic field.",,,,
barren-desert,PLANET,"A deathly dry world, the surface exhibits the warm hue of oxidized iron compounds. A thin atmosphere prevails on worlds of this class, the predominant carbon dioxide stirred occasionally into planet-wide dust storms. Icecaps of atmospheric CO2 may form and sublime with the turn of the seasons.",,,,
arid,PLANET,"An inhospitable, dry world that has a much smaller percentage of water in its atmosphere than the terran standard. Nonetheless, an atmosphere and magnetic field protect the surface from stellar radiation permitting a small biosphere to slowly eke out an existence here.",,,,
tundra,PLANET,"A terran-extreme variant world with a nitrogen-oxygen atmosphere maintained by a relatively subdued biosphere that exists largely within the oceans that undergo periodic thaw periods. The surface is very cold indeed, but it is human-viable if precautions are observed. Carbon dioxide may freeze out of the atmosphere at the poles during the local winter.",,,,
cryovolcanic,PLANET,"A frozen wasteland covered with volcanoes that erupt ammonia or more rarely, water instead of magma.",,,,
rocky_metallic,PLANET,"A rocky-metallic husk-world, its shattered landscape is a record of a violent history. Kilometers-deep chasms rive the surface and craters pit lava-fields beneath inert volcanoes that dwarf any of those on Old Earth. Planets like this are valued for mining operations. There is no significant ecology and only trace atmosphere.",,,,
planet_sindria,CUSTOM,"Capital of the Sindrian Diktat and home to millions of citizens living in underground hive-cities. Centuries of mining has wormed through the crust of Sindria while recent autarky programs have fostered a crude base of heavy industry. Vast energies captured by a series of solar arrays launched from subsurface mass drivers are used to power one of the Sector’s few AM fuel production facilities where antimatter is created via hellish physics, then trapped in fullerene shells carefully mixed with heavy hydrogens and actinides into the relatively stable fuel pellets on which interstellar civilization relies.",,"This world’s battered crust of cyclopean debris criss-crossed by kilometers-deep pits and chasms is bombarded with intense radiation on the day side, so habitats and industrial facilities must be built deep beneath the surface. The population of Sindria is concentrated in a handful of hive-cities where living conditions for most are poor and civil law harsh. A desperate underclass lives beneath those who are lucky enough to have found positions in the state bureaucracy and intelligence services. Infrastructure has never kept up with the population crisis of massive refugee immigration during the Askonia Crisis as resources have been concentrated on industry and military power.",,
planet_salus,CUSTOM,"A gas giant world of immense mass, the crushingly-deep atmosphere is coloured by abundant ammonia and sulphide compounds. Vast electrical storms can sometimes be seen on the night-side of this world. Salus is somewhat smaller and has relatively sedate radiation fields compared to those of Jupiter of Old Earth's system.",,,,
rocky_unstable,PLANET,"An unstable world rocked by quakes and eruptions. Where the surface is not covered by seas of cooled lava, it is dominated by rough peaks and scattered supervolcanoes which eject toxic gases to form a tenuous and corrosive atmosphere. This is not a place welcoming to any kind of permanent settlement.",,,,
